,track_name,track_id,artist_name,artist_id,album_name,album_id,popularity,mood,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
12,Best Is Yet To Come (with Kyle Reynolds),2gZwBmkSmsVfEPFWGuWTDk,Gryffin,2ZRQcIgzPCVaT9XKhXZIzh,Best Is Yet To Come (with Kyle Reynolds),2YNA1Y8T91S15TPTzMCaFx,69,Happy,0.569,0.85,4,-3.914,1,0.0369,0.0148,0.0,0.245,0.551,122.042,audio_features,215201,4
13,Best Is Yet To Come (with Kyle Reynolds),2gZwBmkSmsVfEPFWGuWTDk,Gryffin,2ZRQcIgzPCVaT9XKhXZIzh,Best Is Yet To Come (with Kyle Reynolds),2YNA1Y8T91S15TPTzMCaFx,69,Happy,0.569,0.85,4,-3.914,1,0.0369,0.0148,0.0,0.245,0.551,122.042,audio_features,215201,4
14,Best Is Yet To Come (with Kyle Reynolds),2gZwBmkSmsVfEPFWGuWTDk,Gryffin,2ZRQcIgzPCVaT9XKhXZIzh,Best Is Yet To Come (with Kyle Reynolds),2YNA1Y8T91S15TPTzMCaFx,69,Happy,0.569,0.85,4,-3.914,1,0.0369,0.0148,0.0,0.245,0.551,122.042,audio_features,215201,4
15,Best Is Yet To Come (with Kyle Reynolds),2gZwBmkSmsVfEPFWGuWTDk,Gryffin,2ZRQcIgzPCVaT9XKhXZIzh,Best Is Yet To Come (with Kyle Reynolds),2YNA1Y8T91S15TPTzMCaFx,69,Happy,0.569,0.85,4,-3.914,1,0.0369,0.0148,0.0,0.245,0.551,122.042,audio_features,215201,4
16,Feels Like Love (feat. MIYA MIYA),4R4gOp9ybG85RqbrY7JELc,Syn Cole,6i1GVNJCyyssRwXmnaeEFH,Feels Like Love (feat. MIYA MIYA),5Xwq3PGZ30tYPIK402Bp29,68,Happy,0.728,0.657,0,-5.329,0,0.042,0.0696,3.41e-06,0.0855,0.772,122.079,audio_features,169672,4
17,Pick Me Up,6VYIVgVqEIwzRwpJz5rMa4,Sam Feldt,20gsENnposVs2I4rQ5kvrf,Pick Me Up,3T9hIEz1oe5vAOy4nU8Vk0,66,Happy,0.688,0.662,6,-5.57,1,0.0441,0.0971,1.34e-06,0.172,0.549,115.106,audio_features,174100,4
18,Pick Me Up,6VYIVgVqEIwzRwpJz5rMa4,Sam Feldt,20gsENnposVs2I4rQ5kvrf,Pick Me Up,3T9hIEz1oe5vAOy4nU8Vk0,66,Happy,0.688,0.662,6,-5.57,1,0.0441,0.0971,1.34e-06,0.172,0.549,115.106,audio_features,174100,4
19,Pick Me Up,6VYIVgVqEIwzRwpJz5rMa4,Sam Feldt,20gsENnposVs2I4rQ5kvrf,Pick Me Up,3T9hIEz1oe5vAOy4nU8Vk0,66,Happy,0.688,0.662,6,-5.57,1,0.0441,0.0971,1.34e-06,0.172,0.549,115.106,audio_features,174100,4
20,Pick Me Up,6VYIVgVqEIwzRwpJz5rMa4,Sam Feldt,20gsENnposVs2I4rQ5kvrf,Pick Me Up,3T9hIEz1oe5vAOy4nU8Vk0,66,Happy,0.688,0.662,6,-5.57,1,0.0441,0.0971,1.34e-06,0.172,0.549,115.106,audio_features,174100,4
21,Pick Me Up,6VYIVgVqEIwzRwpJz5rMa4,Sam Feldt,20gsENnposVs2I4rQ5kvrf,Pick Me Up,3T9hIEz1oe5vAOy4nU8Vk0,66,Happy,0.688,0.662,6,-5.57,1,0.0441,0.0971,1.34e-06,0.172,0.549,115.106,audio_features,174100,4
22,Pick Me Up,6VYIVgVqEIwzRwpJz5rMa4,Sam Feldt,20gsENnposVs2I4rQ5kvrf,Pick Me Up,3T9hIEz1oe5vAOy4nU8Vk0,66,Happy,0.688,0.662,6,-5.57,1,0.0441,0.0971,1.34e-06,0.172,0.549,115.106,audio_features,174100,4
23,Pick Me Up,6VYIVgVqEIwzRwpJz5rMa4,Sam Feldt,20gsENnposVs2I4rQ5kvrf,Pick Me Up,3T9hIEz1oe5vAOy4nU8Vk0,66,Happy,0.688,0.662,6,-5.57,1,0.0441,0.0971,1.34e-06,0.172,0.549,115.106,audio_features,174100,4
24,Pick Me Up,6VYIVgVqEIwzRwpJz5rMa4,Sam Feldt,20gsENnposVs2I4rQ5kvrf,Pick Me Up,3T9hIEz1oe5vAOy4nU8Vk0,66,Happy,0.688,0.662,6,-5.57,1,0.0441,0.0971,1.34e-06,0.172,0.549,115.106,audio_features,174100,4
25,Pick Me Up,6VYIVgVqEIwzRwpJz5rMa4,Sam Feldt,20gsENnposVs2I4rQ5kvrf,Pick Me Up,3T9hIEz1oe5vAOy4nU8Vk0,66,Happy,0.688,0.662,6,-5.57,1,0.0441,0.0971,1.34e-06,0.172,0.549,115.106,audio_features,174100,4
26,Run,6oYXbji1rn7U6bFuNYekpQ,Becky Hill,4EPJlUEBy49EX1wuFOvtjK,Run,7JCAQ1ISjY2Le5hcXUmU0L,75,Happy,0.601,0.879,2,-2.673,0,0.0353,0.0313,0.0,0.0793,0.589,124.013,audio_features,188732,4
27,Run,6oYXbji1rn7U6bFuNYekpQ,Becky Hill,4EPJlUEBy49EX1wuFOvtjK,Run,7JCAQ1ISjY2Le5hcXUmU0L,75,Happy,0.601,0.879,2,-2.673,0,0.0353,0.0313,0.0,0.0793,0.589,124.013,audio_features,188732,4
28,Run,6oYXbji1rn7U6bFuNYekpQ,Becky Hill,4EPJlUEBy49EX1wuFOvtjK,Run,7JCAQ1ISjY2Le5hcXUmU0L,75,Happy,0.601,0.879,2,-2.673,0,0.0353,0.0313,0.0,0.0793,0.589,124.013,audio_features,188732,4
29,Run,6oYXbji1rn7U6bFuNYekpQ,Becky Hill,4EPJlUEBy49EX1wuFOvtjK,Run,7JCAQ1ISjY2Le5hcXUmU0L,75,Happy,0.601,0.879,2,-2.673,0,0.0353,0.0313,0.0,0.0793,0.589,124.013,audio_features,188732,4
30,Happy Hour,0Q8I9WVpuNEFPiF83ZpcvU,Felix Cartal,6roDXEmZ6AARdOUv6x5U2v,Happy Hour,2ybIpaoCiSTikOtfruJeyg,60,Happy,0.625,0.855,5,-3.184,0,0.0401,0.00324,0.0,0.742,0.303,120.004,audio_features,168000,4
31,Words (feat. Zara Larsson),1bgKMxPQU7JIZEhNsM1vFs,Alesso,4AVFqumd2ogHFlRbKIjp1t,Words (feat. Zara Larsson),66W7mt0wKGLFALilLBLfU6,83,Happy,0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026,audio_features,142677,4
32,Malibu,5XPo15e5ICs6NvSMn44pTF,Virginia To Vegas,3v9wPA58IVrX2dg6AjSPgi,Malibu,4l4ahZ5gAr9b0uowo6am33,67,Happy,0.657,0.653,9,-8.525,1,0.0258,0.0568,0.000142,0.321,0.624,111.974,audio_features,148822,4
33,What It Feels Like,5Yg3kRGlB8UB6Sa8Fq4njc,Navos,6YCM9JwkqdEFQSzztmh4Kb,What It Feels Like,0IMdcAOMTVKZ0VRShzII45,61,Happy,0.631,0.841,5,-4.284,1,0.0434,0.0306,0.00049,0.157,0.366,124.998,audio_features,146513,4
34,Silver and Gold (feat. Sam Fischer & Pink Sweat$),0xHeGspdxuVIm49iNXDO2u,Yung Bae,30FDJPN3RtwJZ20g5YGCRX,Silver and Gold,5RG5m64csMJpvGF0wZkQrS,17,Happy,0.652,0.797,11,-4.78,0,0.0505,0.168,1.48e-06,0.339,0.358,107.002,audio_features,177538,4
35,Silver and Gold (feat. Sam Fischer & Pink Sweat$),0xHeGspdxuVIm49iNXDO2u,Yung Bae,30FDJPN3RtwJZ20g5YGCRX,Silver and Gold,5RG5m64csMJpvGF0wZkQrS,17,Happy,0.652,0.797,11,-4.78,0,0.0505,0.168,1.48e-06,0.339,0.358,107.002,audio_features,177538,4
36,Silver and Gold (feat. Sam Fischer & Pink Sweat$),0xHeGspdxuVIm49iNXDO2u,Yung Bae,30FDJPN3RtwJZ20g5YGCRX,Silver and Gold,5RG5m64csMJpvGF0wZkQrS,17,Happy,0.652,0.797,11,-4.78,0,0.0505,0.168,1.48e-06,0.339,0.358,107.002,audio_features,177538,4
37,Silver and Gold (feat. Sam Fischer & Pink Sweat$),0xHeGspdxuVIm49iNXDO2u,Yung Bae,30FDJPN3RtwJZ20g5YGCRX,Silver and Gold,5RG5m64csMJpvGF0wZkQrS,17,Happy,0.652,0.797,11,-4.78,0,0.0505,0.168,1.48e-06,0.339,0.358,107.002,audio_features,177538,4
38,Breathe (feat. kaspara),7pDdE5FLqcNCvjxzRzm80r,Syn Cole,6i1GVNJCyyssRwXmnaeEFH,Breathe (feat. kaspara),5MYFonEyI51lu0JHBpSRfK,66,Happy,0.753,0.749,6,-5.214,1,0.0314,0.0546,4.39e-06,0.166,0.589,121.988,audio_features,175082,4
39,Life's Too Short,326yOKaTPs91elL1KW794F,Two Friends,44Ewva5aHOX00EwaX2D2mh,Life's Too Short,7y2ZooIMvgEpB51V3R2qCm,66,Happy,0.648,0.795,0,-5.67,1,0.0433,0.0275,0.0,0.113,0.364,100.032,audio_features,211011,4
40,Payback (feat. Icona Pop),6VcpaoEQRxc9wrAtYBqKwz,Cheat Codes,7DMveApC7UnC2NPfPvlHSU,Payback (feat. Icona Pop),7xerYbkUGD5BazNdP6OaZW,59,Happy,0.672,0.8,7,-4.919,0,0.0372,0.113,0.000302,0.132,0.8,118.013,audio_features,203412,4
41,The Riddle (feat. Lateshift),6r2lsLYBrnLj0nckwyv7vn,Sam Feldt,20gsENnposVs2I4rQ5kvrf,The Riddle (feat. Lateshift),4N0H9AKaCsY7StO7cM0eC2,59,Happy,0.622,0.756,4,-5.375,1,0.0474,0.346,0.0,0.3,0.498,95.939,audio_features,187500,4
42,Risk It All,2ntTfXxuIi3jlePOKSz26N,Ella Henderson,7nDsS0l5ZAzMedVRKPP8F1,Risk It All,5M3l5zq8jxFRcF2143SbH5,69,Happy,0.706,0.914,5,-5.668,0,0.0615,0.19,0.0,0.0886,0.299,124.03,audio_features,178065,4
43,Risk It All,2ntTfXxuIi3jlePOKSz26N,Ella Henderson,7nDsS0l5ZAzMedVRKPP8F1,Risk It All,5M3l5zq8jxFRcF2143SbH5,69,Happy,0.706,0.914,5,-5.668,0,0.0615,0.19,0.0,0.0886,0.299,124.03,audio_features,178065,4
44,Risk It All,2ntTfXxuIi3jlePOKSz26N,Ella Henderson,7nDsS0l5ZAzMedVRKPP8F1,Risk It All,5M3l5zq8jxFRcF2143SbH5,69,Happy,0.706,0.914,5,-5.668,0,0.0615,0.19,0.0,0.0886,0.299,124.03,audio_features,178065,4
45,Risk It All,2ntTfXxuIi3jlePOKSz26N,Ella Henderson,7nDsS0l5ZAzMedVRKPP8F1,Risk It All,5M3l5zq8jxFRcF2143SbH5,69,Happy,0.706,0.914,5,-5.668,0,0.0615,0.19,0.0,0.0886,0.299,124.03,audio_features,178065,4
46,Risk It All,2ntTfXxuIi3jlePOKSz26N,Ella Henderson,7nDsS0l5ZAzMedVRKPP8F1,Risk It All,5M3l5zq8jxFRcF2143SbH5,69,Happy,0.706,0.914,5,-5.668,0,0.0615,0.19,0.0,0.0886,0.299,124.03,audio_features,178065,4
47,Risk It All,2ntTfXxuIi3jlePOKSz26N,Ella Henderson,7nDsS0l5ZAzMedVRKPP8F1,Risk It All,5M3l5zq8jxFRcF2143SbH5,69,Happy,0.706,0.914,5,-5.668,0,0.0615,0.19,0.0,0.0886,0.299,124.03,audio_features,178065,4
48,Risk It All,2ntTfXxuIi3jlePOKSz26N,Ella Henderson,7nDsS0l5ZAzMedVRKPP8F1,Risk It All,5M3l5zq8jxFRcF2143SbH5,69,Happy,0.706,0.914,5,-5.668,0,0.0615,0.19,0.0,0.0886,0.299,124.03,audio_features,178065,4
49,Risk It All,2ntTfXxuIi3jlePOKSz26N,Ella Henderson,7nDsS0l5ZAzMedVRKPP8F1,Risk It All,5M3l5zq8jxFRcF2143SbH5,69,Happy,0.706,0.914,5,-5.668,0,0.0615,0.19,0.0,0.0886,0.299,124.03,audio_features,178065,4
50,Risk It All,2ntTfXxuIi3jlePOKSz26N,Ella Henderson,7nDsS0l5ZAzMedVRKPP8F1,Risk It All,5M3l5zq8jxFRcF2143SbH5,69,Happy,0.706,0.914,5,-5.668,0,0.0615,0.19,0.0,0.0886,0.299,124.03,audio_features,178065,4
51,Who Do You Love,2w1rG2MPE4vF77znvevuz5,ARTY,1rSGNXhhYuWoq9BEz5DZGO,Who Do You Love,1r4sDUkdHzyP6li28uad6c,61,Happy,0.537,0.964,5,-2.677,0,0.0552,0.018,0.00138,0.16,0.509,125.992,audio_features,208254,4
52,Summer In New York,5kyJ6sznnWACqHbw65p34Q,Sofi Tukker,586uxXMyD5ObPuzjtrzO1Q,WET TENNIS,1u54eF07irCSSssyDG67R2,72,Happy,0.706,0.77,10,-6.224,0,0.0653,0.397,1.84e-05,0.209,0.967,117.075,audio_features,158549,4
53,Come Back Home,5qpEtUsEI1VkG63MNlRrAC,Petey Martin,30B2OY2t19A6zCXGFUNlGB,Come Back Home,3BbHn9RSO1fDcwDC6syUxP,61,Happy,0.598,0.559,5,-5.835,1,0.0387,0.019,0.0,0.17,0.19,122.066,audio_features,179853,4
54,Problems,2dyrLrVopYKGc3H9oOYSmZ,Don Diablo,1l2ekx5skC4gJH8djERwh1,Problems,6L2C3wz8KVARtC4wqrDJTG,61,Happy,0.721,0.768,3,-4.371,1,0.0685,0.21,0.00843,0.262,0.468,124.076,audio_features,179032,4
55,Heaven Takes You Home (feat. Connie Constance),3nEHrvNNtgLv9rneTAYVr4,Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,Paradise Again,2Dbe9L757CSQbhnbW5PVSH,82,Happy,0.665,0.738,0,-5.931,0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,audio_features,214071,4
56,By Your Side (feat. Tom Grennan),0vR2rIVORmgeKiGIgNT0fV,Calvin Harris,7CajNmpbOovFoOoasH2HaY,By Your Side (feat. Tom Grennan),6Z6QdCXb3IBonAUSwLP4iB,77,Happy,0.733,0.96,7,-3.597,1,0.0295,0.0514,0.00199,0.287,0.811,124.01,audio_features,189672,4
57,So What (feat. A R I Z O N A),3By9IFm4E2BvKQygT04O8g,Louis The Child,7wg1qvie3KqDNQbAkTdbX0,So What (feat. A R I Z O N A),47hFYvR9yzeKgqDKWUWOfD,63,Happy,0.799,0.791,2,-5.173,1,0.109,0.3,0.00089,0.104,0.651,119.993,audio_features,177476,4
58,Loved By U,1SldN7GTd0ADTjspv96wCl,TOKiMONSTA,3VwKSHAfgzV1DOHV0aANCI,Loved By U,3ZWTn4QQX16aHY64yVeC1D,60,Happy,0.58,0.895,3,-5.224,0,0.0396,0.099,0.0117,0.0911,0.356,116.953,audio_features,207813,4
59,If The World Just Danced - MOTi Remix,7kEh6jNlJOAhC0lv6XV3iw,Diana Ross,3MdG05syQeRYPPcClLaUGl,If The World Just Danced (MOTi Remix),3z5pt1H2x64IxipkGh9pjy,61,Happy,0.776,0.614,2,-7.666,1,0.0488,0.18,0.0,0.109,0.43,120.003,audio_features,209013,4
60,Real Love x Sunchyme (feat. Jess Glynne) [VIP Mash-up],17fPLuA4TttWwfNcf833J1,Clean Bandit,6MDME20pz9RveH9rEXvrOM,Real Love x Sunchyme (feat. Jess Glynne) [VIP Mash-up],47ZID0LqufsflsEdOtWk5H,62,Happy,0.598,0.833,2,-6.333,1,0.0497,0.0172,0.0,0.544,0.464,125.004,audio_features,219052,4
61,Dandelion,4NexTaCZZ7Ehnf03A6SVjt,Galantis,4sTQVOfp9vEMCemLw50sbu,Dandelion,6YPTwr9e07jNzBJgXbmoQZ,70,Happy,0.8,0.66,0,-4.903,1,0.158,0.158,0.02,0.14,0.634,117.923,audio_features,140012,4
62,Ride or Die (feat. Phoebe Ryan),2tYbp6gUNzQXYj8XhVAh9e,Cash Cash,1LOB7jTeEV14pHai6EXSzF,Say It Like You Feel It,0Y24lHaBzmJFT613svjsex,0,Happy,0.547,0.881,0,-3.152,0,0.0512,0.0159,0.0,0.171,0.215,99.979,audio_features,188400,4
63,Chasing Stars (feat. James Bay),6y6xhAgZjvxy5kR5rigpY3,Alesso,4AVFqumd2ogHFlRbKIjp1t,Chasing Stars (feat. James Bay),09vWMvGsbMxlVuFS7hCsf6,74,Happy,0.594,0.64,10,-6.865,1,0.033,0.0169,0.0,0.135,0.492,92.871,audio_features,170457,4
64,If There is Love,5ngkOLKzDPNoYEXN0snzq3,Laidback Luke,53cQZtWDwDJwVCNZlfJ6Qk,If There is Love,5pfpy8N2przMVV6cOqiDAe,61,Happy,0.472,0.771,6,-5.7,0,0.123,0.00813,0.0,0.04,0.726,119.802,audio_features,155366,4
65,Deja Vu,5w7sO0tWXMmctwKnJZu24v,Oliver Heldens,5nki7yRhxgM509M5ADlN1p,Deja Vu,1RDus4fqaHwhQzqRiidAEY,63,Happy,0.87,0.532,7,-7.101,0,0.0951,0.127,8.65e-05,0.112,0.358,121.986,audio_features,198704,4
66,Rule The World (feat. ILIRA),3yvHcaY61FpeSiLiHiIST4,GAMPER & DADONI,6HQ6vf4AloXyVNdyJhrX1J,Rule The World (feat. ILIRA),3SRrcJb9UQxc6vZm7cZ2Ww,68,Happy,0.717,0.627,8,-8.198,1,0.0966,0.00974,0.0,0.222,0.437,125.965,audio_features,170786,4
67,Anywhere With You,5MxKAr6Ui5hQ9TtjdnlmrR,Afrojack,4D75GcNG95ebPtNvoNVXhz,Anywhere With You,0JaOI27aTExNAnLHpKi2wl,10,Happy,0.596,0.743,6,-4.149,1,0.0302,0.0696,2.37e-06,0.202,0.531,125.883,audio_features,158807,4
68,That Feeling (feat. Hayley May),7clsGP3ea7rhBaEK9ga898,Danny Quest,3F3uRvVluLsFqBrGaeJP3p,That Feeling (feat. Hayley May),02w7N6Z1cgDLw2DJTWCCsn,60,Happy,0.665,0.846,2,-5.563,1,0.031,0.00559,0.007,0.134,0.78,123.988,audio_features,134442,4
69,When I'm Right,2CK74bmcRamAsB7DUBR4aJ,Morgan Page,1N9n8MSxrr4Emhb566493b,When I'm Right,5Zd59G8Cc9JDb5FnvPuhc4,59,Happy,0.751,0.784,8,-4.964,1,0.138,0.0521,2.64e-05,0.0629,0.533,106.069,audio_features,164151,4
70,When I'm Right,2CK74bmcRamAsB7DUBR4aJ,Morgan Page,1N9n8MSxrr4Emhb566493b,When I'm Right,5Zd59G8Cc9JDb5FnvPuhc4,59,Happy,0.751,0.784,8,-4.964,1,0.138,0.0521,2.64e-05,0.0629,0.533,106.069,audio_features,164151,4
71,When I'm Right,2CK74bmcRamAsB7DUBR4aJ,Morgan Page,1N9n8MSxrr4Emhb566493b,When I'm Right,5Zd59G8Cc9JDb5FnvPuhc4,59,Happy,0.751,0.784,8,-4.964,1,0.138,0.0521,2.64e-05,0.0629,0.533,106.069,audio_features,164151,4
72,When I'm Right,2CK74bmcRamAsB7DUBR4aJ,Morgan Page,1N9n8MSxrr4Emhb566493b,When I'm Right,5Zd59G8Cc9JDb5FnvPuhc4,59,Happy,0.751,0.784,8,-4.964,1,0.138,0.0521,2.64e-05,0.0629,0.533,106.069,audio_features,164151,4
73,About Damn Time - Purple Disco Machine Remix,4WIaDYUIlXsHi4yMF596aI,Lizzo,56oDRnqbIiwx4mymNEv7dS,About Damn Time (Purple Disco Machine Remix),5sJDNPqLeEUPnod5ovf5h6,70,Happy,0.8,0.771,10,-6.638,0,0.123,0.0531,0.0,0.229,0.886,118.991,audio_features,218476,4
74,The Best,1OU3OPHczBcfFU8cDzSzKT,Hook N Sling,3iN9k8uvm4WrgdlOigOH8D,The Best,2EbGQOhrYnc6oAOIKh4mUl,61,Happy,0.813,0.848,0,-4.582,1,0.0534,0.0453,1.51e-05,0.0696,0.603,123.978,audio_features,158354,4
75,42,7BPTtDK064b41v0LiopTnC,Cash Cash,1LOB7jTeEV14pHai6EXSzF,Say It Like You Feel It,5nM1hSGJ8RcZxeWoDa1Uq1,0,Happy,0.698,0.847,4,-4.372,0,0.0366,0.0499,0.0,0.338,0.508,119.985,audio_features,168625,4
76,I'm in love,2Rfy50UpGrTN43GmSpn5A1,Paul Oakenfold,5MO2kbaGGA2a8kL4c9qqHq,I'm in love,77EjizQATJlww83ORKd9RJ,47,Happy,0.737,0.788,9,-7.662,1,0.0386,0.0723,0.00279,0.143,0.2,119.995,audio_features,192000,4
77,All Day (feat. Nonô),7kG1Lv9NFFtvvUeyYHLG7R,Welshy,2eDmtsJH4pQksx4CNhlSQ6,All Day (feat. Nonô),2vA5dz501KUEWDYHnyIgiJ,63,Happy,0.713,0.81,0,-5.108,1,0.0457,0.115,0.0,0.0527,0.747,124.036,audio_features,182653,4
78,Burning My Bridges,1gRBmiwyf7vRj2MNRvngqQ,CLMD,7LiVklVR1325BIOqD9kykr,Burning My Bridges,2rLID7wv6SFT9x9Y3g0A84,58,Happy,0.853,0.804,7,-4.829,1,0.0497,0.0323,1.54e-06,0.177,0.29,120.03,audio_features,188000,4
79,Burning My Bridges,1gRBmiwyf7vRj2MNRvngqQ,CLMD,7LiVklVR1325BIOqD9kykr,Burning My Bridges,2rLID7wv6SFT9x9Y3g0A84,58,Happy,0.853,0.804,7,-4.829,1,0.0497,0.0323,1.54e-06,0.177,0.29,120.03,audio_features,188000,4
80,Burning My Bridges,1gRBmiwyf7vRj2MNRvngqQ,CLMD,7LiVklVR1325BIOqD9kykr,Burning My Bridges,2rLID7wv6SFT9x9Y3g0A84,58,Happy,0.853,0.804,7,-4.829,1,0.0497,0.0323,1.54e-06,0.177,0.29,120.03,audio_features,188000,4
81,Burning My Bridges,1gRBmiwyf7vRj2MNRvngqQ,CLMD,7LiVklVR1325BIOqD9kykr,Burning My Bridges,2rLID7wv6SFT9x9Y3g0A84,58,Happy,0.853,0.804,7,-4.829,1,0.0497,0.0323,1.54e-06,0.177,0.29,120.03,audio_features,188000,4
82,Let You Go,0KG7XrgM20KEmJrKsyFDAm,Diplo,5fMUXHkw8R8eOP2RNVYEZX,Diplo,5pdR4YX2zWMXotdF034UYY,64,Happy,0.584,0.955,7,-4.197,0,0.0507,0.101,0.00243,0.092,0.486,128.04,audio_features,234375,4
83,Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,Elton John,3PhoLpVuITZKcymswpck5b,Cold Heart (PNAU Remix),5D8Rdb09BkmHscEGSWAlA6,90,Happy,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,audio_features,202735,4
84,Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,Elton John,3PhoLpVuITZKcymswpck5b,Cold Heart (PNAU Remix),5D8Rdb09BkmHscEGSWAlA6,90,Happy,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,audio_features,202735,4
85,Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,Elton John,3PhoLpVuITZKcymswpck5b,Cold Heart (PNAU Remix),5D8Rdb09BkmHscEGSWAlA6,90,Happy,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,audio_features,202735,4
86,Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,Elton John,3PhoLpVuITZKcymswpck5b,Cold Heart (PNAU Remix),5D8Rdb09BkmHscEGSWAlA6,90,Happy,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,audio_features,202735,4
87,Don’t Wake Me Up,3LEgGAl9zLcQWGTp7ptqtQ,Jonas Blue,1HBjj22wzbscIZ9sEb5dyf,Don’t Wake Me Up,6ydP9IJkzpippCnXf2bpNs,78,Happy,0.621,0.747,11,-5.084,1,0.0337,0.222,0.000194,0.147,0.426,124.015,audio_features,188894,4
